ticker,title,url,time_published,summary,banner_image,source,source_domain,topic1,topic1_relevance_score,topic2,topic2_relevance_score,topic3,topic3_relevance_score,overall_sentiment_score,overall_sentiment_label
HON,"If You Invested $1000 in Honeywell International Inc. a Decade Ago, This is How Much It'd Be Worth Now",https://www.zacks.com/stock/news/2019806/if-you-invested-1000-in-honeywell-international-inc-a-decade-ago-this-is-how-much-itd-be-worth-now,20221118T133005,"Why investing for the long run, especially if you buy certain popular stocks, could reap huge rewards.",https://staticx-tuner.zacks.com/images/default_article_images/default41.jpg,Zacks Commentary,www.zacks.com,Economy - Monetary,0.158519,Financial Markets,0.316726,Manufacturing,1,0.338768,Somewhat-Bullish
HON,"Roper Names Company Veteran Jason Conley As CFO, Succeeding Rob Crisci - Roper Technologies  ( NYSE:ROP ) ",https://www.benzinga.com/news/22/11/29728592/roper-names-company-veteran-jason-conley-as-cfo-succeeding-rob-crisci,20221115T175128,"Roper Technologies, Inc ROP Vice President and Chief Accounting Officer Jason Conley will succeed Rob Crisci as Executive Vice President and Chief Financial Officer, effective February 1, 2023. Conley joined Roper in 2006 as head of financial planning, analysis, and investor relations.",https://cdn.benzinga.com/files/images/story/2022/11/15/bz_briefs_tech_11.png?optimize=medium&dpr=2&auto=webp&width=3840,Benzinga,www.benzinga.com,Earnings,0.360215,Life Sciences,0.5,Manufacturing,0.5,0.041208,Neutral
HON,"Jim Cramer's Investing Club meeting Wednesday: Fed speech, stock picks, Alphabet's costs",https://www.cnbc.com/2022/11/30/jim-cramers-investing-club-meeting-wednesday-fed-speech-stock-picks.html,20221130T163131,"The Investing Club holds its ""Morning Meeting"" every weekday at 10:20 a.m. ET.",https://image.cnbcfm.com/api/v1/image/106870778-1618917937433-gettyimages-1227889132-_radar_misc_20200802_00079.jpeg?v=1669748410&w=600&h=300&vtcrop=y,CNBC,www.cnbc.com,Life Sciences,0.25,Technology,0.25,Finance,0.25,0.151364,Somewhat-Bullish
HON,1 Growth Stock Down 39% to Buy Right Now,https://www.fool.com/investing/2022/12/27/1-growth-stock-down-39-to-buy-right-now/,20221227T151700,"Industrial technology company Cognex is going through a rough patch, but its long-term prospects remain excellent.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F714403%2Ftsla-red-mountain.jpg&op=resize&h=340,Motley Fool,www.fool.com,Life Sciences,0.25,Retail & Wholesale,0.25,Financial Markets,0.108179,0.173541,Somewhat-Bullish
HON,Verra Mobility Appoints Jon Keyser as Chief Legal Officer,https://www.prnewswire.com/news-releases/verra-mobility-appoints-jon-keyser-as-chief-legal-officer-301703279.html,20221216T141500,"MESA, Ariz., Dec. 16, 2022 /PRNewswire/ -- Verra Mobility Corporation ( NASDAQ: VRRM ) , a leading provider of smart mobility technology solutions, announced today the appointment of Jon Keyser as Executive Vice President and Chief Legal Officer, effective December 19, 2022.",https://mma.prnewswire.com/media/1967817/Jon_Keyser_headshot.jpg?w=500,PR Newswire,www.prnewswire.com,Financial Markets,0.158519,Manufacturing,0.5,Earnings,0.360215,0.277838,Somewhat-Bullish
HON,3 Stocks You Can Confidently Buy After a Market Downturn,https://www.fool.com/investing/2022/11/18/3-stocks-you-can-confidently-buy-after-a-downturn/,20221118T140000,These stocks likely won't steer you wrong in the long term.,https://g.foolcdn.com/misc-assets/hp-sa-cumulative-growth-chart.png,Motley Fool,www.fool.com,Economy - Monetary,0.576289,Life Sciences,0.333333,Financial Markets,0.977154,0.184525,Somewhat-Bullish
HON,"The Zacks Analyst Blog Highlights Verizon Communications, Honeywell International, CVS Health, Intuit and Incyte",https://www.zacks.com/stock/news/2028954/the-zacks-analyst-blog-highlights-verizon-communications-honeywell-international-cvs-health-intuit-and-incyte,20221215T100000,"Verizon Communications, Honeywell International, CVS Health, Intuit and Incyte are included in this Analyst Blog.",https://staticx-tuner.zacks.com/images/articles/main/30/115.jpg,Zacks Commentary,www.zacks.com,Economy - Monetary,0.158519,Retail & Wholesale,0.333333,Manufacturing,0.333333,0.194658,Somewhat-Bullish
HON,Is Your Investment Portfolio Down Big? Consider This Timeless Investing Strategy,https://www.fool.com/investing/2022/11/19/investment-portfolio-down-big-timeless-strategy/,20221119T123100,The advantages of dividend stocks extend far beyond their passive income stream.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F709417%2Fgettyimages-1294792639.jpg&op=resize&w=700,Motley Fool,www.fool.com,Life Sciences,0.333333,Technology,0.333333,Blockchain,0.158519,0.247364,Somewhat-Bullish
HON,Jim Cramer Lists 6 'Cyclical Smokestack' Stocks Worth Owning: 'Customers Have No Choice But To Turn To Them' - Vanguard Industrials ETF  ( ARCA:VIS ),https://www.benzinga.com/trading-ideas/long-ideas/22/11/29720820/jim-cramer-lists-6-cyclical-smokestack-stocks-worth-owning-customers-have-no-choice-but-,20221115T115725,"The equity market is beginning to see a ""fits-and-starts"" recovery amid hopes that the Federal Reserve may soon start to pivot or at least pause in light of a thaw down in inflationary pressure.",https://cdn.benzinga.com/files/images/story/2022/11/15/shutterstock_1049641082.jpg?width=1200&height=800&fit=crop,Benzinga,www.benzinga.com,Economy - Monetary,0.310843,Financial Markets,0.684621,Manufacturing,0.5,0.142818,Neutral
HON,Goldman doubles down on call for investors to shun industrials stocks despite their dazzling 4th-quarter performance,https://www.marketwatch.com/story/goldman-doubles-down-on-call-for-investors-to-shun-industrials-stocks-despite-their-dazzling-4th-quarter-performance-11671474114,20221219T182100,"Goldman Sachs Group is recommending that their clients shun industrials stocks despite the sector's stellar 18% rally since the start of the fourth quarter, according to a recent note from David Kostin, the investment bank's top equity strategist.",https://images.mktw.net/im-688533?width=700&height=464,MarketWatch,www.marketwatch.com,Financial Markets,0.77141,Manufacturing,0.333333,Earnings,0.158519,0.136581,Neutral
HON,Do call it a comeback: The Dow could actually end the year in the green | Business,https://www.cnn.com/2022/11/28/investing/stocks-year-end-rally/index.html,20221128T175700,Do call it a comeback: The Dow could actually end the year in the green ...,"https://media.cnn.com/api/v1/images/stellar/prod/221128100934-01-china-protest-112722.jpg?c=16x9&q=h_144,w_256,c_fill",CNN,www.cnn.com,Technology,0.25,Finance,0.25,Economy - Monetary,0.451494,0.02942,Neutral
HON,"Global Carbon Capture, Utilization, and Storage Market Predicted to Garner $5,306.7 Million by 2028, Growing at a Healthy CAGR of 13.7% | Report [241-Pages] by Research Dive",https://www.benzinga.com/pressreleases/22/12/g30225708/global-carbon-capture-utilization-and-storage-market-predicted-to-garner-5-306-7-million-by-2028-g,20221229T140000,"New York, USA, Dec. 29, 2022 ( GLOBE NEWSWIRE ) -- According to Research Dive's newly published report, the global carbon capture, utilization, and storage market is predicted to grow at a stable CAGR of 13.7%, thereby garnering a revenue of $5,306.7 million by 2028.",,Benzinga,www.benzinga.com,Financial Markets,0.214378,Manufacturing,0.333333,Earnings,0.214378,0.212369,Somewhat-Bullish
HON,Gas separation membrane market to grow by 6.07% Y-O-Y from 2022 to 2023: Rising demand for biogas will drive growth - Technavio,https://www.prnewswire.com/news-releases/gas-separation-membrane-market-to-grow-by-6-07-y-o-y-from-2022-to-2023-rising-demand-for-biogas-will-drive-growth---technavio-301705183.html,20221219T110000,Gas separation membrane market to grow by 6.07% Y-O-Y from ... PR ...,https://mma.prnewswire.com/media/1970314/Technavio_Market_Latest_Research_Global_Gas_Seperation_Membrane.jpg?w=500,PR Newswire,www.prnewswire.com,Life Sciences,0.5,Manufacturing,0.5,Earnings,0.158519,0.135619,Neutral
HON,Increasing Popularity Among Leading Industries is Driving Demand for Automated Material Handling  ( AMH )  Equipment Market [2022-2027],https://www.benzinga.com/pressreleases/22/11/g29720332/increasing-popularity-among-leading-industries-is-driving-demand-for-automated-material-handling-a,20221115T073000,"Chicago, Nov. 15, 2022 ( GLOBE NEWSWIRE ) -- The report ""Automated Material Handling Equipment Market by Product ( Robots, ASRS, Conveyors and Sortation Systems, Cranes, WMS, AGV ) , System Type ( Unit Load, Bulk Load ) , Industry and Region ( 2022-2027 ) "", Automated material handling ( AMH ) ...",,Benzinga,www.benzinga.com,Earnings,0.158519,Energy & Transportation,0.5,Manufacturing,0.5,0.153221,Somewhat-Bullish
HON,"Smart Door Lock Market Size  ( 2022-2027 )  Worth USD 4449.2 Million, 18.4% CAGR",https://www.benzinga.com/pressreleases/22/11/g29849833/smart-door-lock-market-size-2022-2027-worth-usd-4449-2-million-18-4-cagr,20221124T101458,"Pune, India, Nov. 24, 2022 ( GLOBE NEWSWIRE ) -- According to Fortune Business Insights, The global smart door lock market is expected to gain impetus from the rising adoption of novel connecting technologies, namely, Zigbee, 5G network, Z-wave, and Bluetooth.",,Benzinga,www.benzinga.com,Financial Markets,0.684621,Manufacturing,0.5,Earnings,0.161647,0.360065,Bullish
HON,First aid kit market to grow by 3.92% Y-O-Y from 2022 to 2023: Demand from the sports industry will drive growth -Technavio,https://www.prnewswire.com/news-releases/first-aid-kit-market-to-grow-by-3-92-y-o-y-from-2022-to-2023-demand-from-the-sports-industry-will-drive-growth--technavio-301704344.html,20221216T193000,First aid kit market to grow by 3.92% Y-O-Y from 2022 to 2023 ... PR ...,https://mma.prnewswire.com/media/1969511/Technavio___Global_First_Aid_Kit_Market_2023_2027___Infographic.jpg?w=500,PR Newswire,www.prnewswire.com,Earnings,0.158519,Life Sciences,0.5,Manufacturing,0.5,0.226119,Somewhat-Bullish
HON,"With 11.1% CAGR, Intelligent Evacuation System Market Size to Reach USD 27.61 Billion by 2029",https://www.benzinga.com/pressreleases/22/11/g29722710/with-11-1-cagr-intelligent-evacuation-system-market-size-to-reach-usd-27-61-billion-by-2029,20221115T110323,"Pune, India, Nov. 15, 2022 ( GLOBE NEWSWIRE ) -- Global intelligent evacuation system market size was valued at USD 12.02 billion in 2021. The market is projected to grow from USD 13.22 billion in 2022 to USD 27.61 billion by 2029, exhibiting a CAGR of 11.1% during the forecast period.",,Benzinga,www.benzinga.com,Earnings,0.108179,Financial Markets,0.214378,Manufacturing,1,0.246333,Somewhat-Bullish
HON,"Glass Flake Coatings Market is expected to generate a revenue of USD 2.04 Billion by 2026, Globally, at 4.2% CAGR: Verified Market Research®",https://www.benzinga.com/pressreleases/22/11/g29840661/glass-flake-coatings-market-is-expected-to-generate-a-revenue-of-usd-2-04-billion-by-2026-globally,20221123T151500,"Jersey City, New Jersey, Nov. 23, 2022 ( GLOBE NEWSWIRE ) -- Verified Market Research recently published a report, ""Glass Flake Coatings Market"" By Resin Type ( Epoxy, Vinyl Ester, Polyester ) , By Substrate Type ( Steel, Concrete ) , By End-use Industry ( Oil & Gas, Marine, , Others ) , By ...",,Benzinga,www.benzinga.com,Earnings,0.108179,Manufacturing,1,,,0.184359,Somewhat-Bullish
HON,"Wireless Gas Detection Market is expected to generate a revenue of USD 4.79 Billion by 2027, Globally, at 15.98% CAGR: Verified Market Research®",https://www.benzinga.com/pressreleases/22/12/g29939485/wireless-gas-detection-market-is-expected-to-generate-a-revenue-of-usd-4-79-billion-by-2027-global,20221202T141500,"Jersey City, New Jersey, Dec. 02, 2022 ( GLOBE NEWSWIRE ) -- Verified Market Research® recently published a report, ""Wireless Gas Detection Market"" By Type ( Hardware, Software, Services ) , By Technology ( Wi-Fi, Bluetooth, Cellular, , Others ) , By End User ( Oil & Gas, Chemical and ...",,Benzinga,www.benzinga.com,Earnings,0.108179,Life Sciences,0.5,Manufacturing,0.5,0.104667,Neutral
HON,"Acoustic Wave Sensors Market Research Report by Product Type, Device, Sensing Parameter, Industry, Region - Global Forecast to 2027 - Cumulative Impact of COVID-19",https://www.prnewswire.com/news-releases/acoustic-wave-sensors-market-research-report-by-product-type-device-sensing-parameter-industry-region---global-forecast-to-2027---cumulative-impact-of-covid-19-301709968.html,20221227T130000,Acoustic Wave Sensors Market Research Report by Product Type ... PR ...,,PR Newswire,www.prnewswire.com,Earnings,0.108179,Financial Markets,0.108179,Manufacturing,1,0.2333,Somewhat-Bullish
HON,Air Purifier Market size will grow to USD 24.06 billion by 2029 : GreyViews,https://www.benzinga.com/pressreleases/22/12/g30078758/air-purifier-market-size-will-grow-to-usd-24-06-billion-by-2029-greyviews,20221214T163000,"Pune India, Dec. 14, 2022 ( GLOBE NEWSWIRE ) -- The market has been studied for the below mentioned-segmentation and regional analysis for North America, Europe, Asia, South America, and Middle East and Africa.",,Benzinga,www.benzinga.com,Earnings,0.108179,Life Sciences,0.5,Manufacturing,0.5,0.106113,Neutral
JNJ,Johnson & Johnson  ( JNJ )  Stock Moves -0.11%: What You Should Know,https://www.zacks.com/stock/news/2030253/johnson-johnson-jnj-stock-moves--011-what-you-should-know,20221219T224520,"In the latest trading session, Johnson & Johnson (JNJ) closed at $175.48, marking a -0.11% move from the previous day.",https://staticx-tuner.zacks.com/images/default_article_images/default191.jpg,Zacks Commentary,www.zacks.com,Earnings,0.972476,Life Sciences,1,Financial Markets,0.161647,0.150712,Somewhat-Bullish
JNJ,Johnson & Johnson  ( JNJ )  Stock Moves -0.43%: What You Should Know,https://www.zacks.com/stock/news/2033204/johnson-johnson-jnj-stock-moves--043-what-you-should-know,20221228T224519,"Johnson & Johnson (JNJ) closed at $176.66 in the latest trading session, marking a -0.43% move from the prior day.",https://staticx-tuner.zacks.com/images/default_article_images/default136.jpg,Zacks Commentary,www.zacks.com,Earnings,0.976913,Life Sciences,1,Financial Markets,0.214378,0.186835,Somewhat-Bullish
JNJ,Is Trending Stock Johnson & Johnson  ( JNJ )  a Buy Now?,https://www.zacks.com/stock/news/2030957/is-trending-stock-johnson-johnson-jnj-a-buy-now,20221221T140011,"Johnson & Johnson (JNJ) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",https://staticx-tuner.zacks.com/images/default_article_images/default133.jpg,Zacks Commentary,www.zacks.com,Earnings,0.999999,Life Sciences,1,Financial Markets,0.503496,0.224306,Somewhat-Bullish
JNJ,JNJ: 2 Stocks You Can Buy Now and Hold for the Next 20 Years,https://stocknews.com/news/jnj-moh-2-stocks-you-can-buy-now-and-hold-for-the/,20221230T154156,"The central bank raised its policy rate by nearly 400 basis points to rein in inflation this year. As a result, borrowing costs have increased significantly, bumping companies' average cost of capital from their lowest levels in 2021.",https://stocknews.com/wp-content/uploads/2022/01/shutterstock_581362666-2-scaled.jpg,Stocknews.com,stocknews.com,Economy - Monetary,0.576289,Life Sciences,0.5,Financial Markets,0.995077,0.188202,Somewhat-Bullish
JNJ,2 Mammoth Stocks With Dividends to Buy Before 2022 Ends,https://www.fool.com/investing/2022/12/21/2-mammoth-stocks-with-dividends-to-buy-before-2022/,20221221T130500,Blue chip healthcare stocks Johnson & Johnson and Cigna are always in season.,https://media.ycharts.com/charts/e0e6f8573ccdaed19c827d06463c1e87.png,Motley Fool,www.fool.com,Life Sciences,0.5,Financial Markets,0.365926,Earnings,0.999975,0.200381,Somewhat-Bullish
JNJ,JNJ: The 3 Safest Stocks to Buy in the Market Now,https://stocknews.com/news/jnj-pfe-kt-the-3-safest-stocks-to-buy-in-the-market-now/,20221219T122751,"The Federal Reserve continued its battle against inflation by increasing its benchmark interest rate by 50 basis points to the highest level in 15 years. Furthermore, the Fed signaled that it will raise the key interest rate to 5.1% in 2023, higher than its previous projection, with no reductions ...",https://stocknews.com/wp-content/uploads/2022/06/shutterstock_1990825910-scaled.jpg,Stocknews.com,stocknews.com,Economy - Monetary,0.576289,Life Sciences,0.5,Financial Markets,1,0.236869,Somewhat-Bullish
JNJ,Is Pfizer Stock A Better Pick Over This Pharmaceuticals Bellwether?,https://www.forbes.com/sites/greatspeculations/2022/12/16/is-pfizer-stock-a-better-pick-over-this-pharmaceuticals-bellwether/,20221216T110000,"We believe that Pfizer stock (NYSE: PFE) is currently a better pick than its peer, Johnson & Johnson stock (NYSE: JNJ), given its relatively lower valuation of 3.1x trailing revenues, compared to 4.9x for J&J.",https://imageio.forbes.com/specials-images/imageserve/639be91718234d2385e81ff0/0x0.jpg?format=jpg&width=1200,Forbes,www.forbes.com,Economy - Monetary,0.158519,Life Sciences,0.5,Financial Markets,0.623304,0.200372,Somewhat-Bullish
JNJ,JNJ: 5 Stocks to Buy Now and Hold for the Long Term,https://stocknews.com/news/jnj-bry-hmc-gne-job-5-stocks-to-buy-now-and-hold-for-the-long/,20221227T194116,"The Federal Reserve reduced its economic outlook and reiterated its commitment to increase interest rates. Wells Fargo analysts see a recession in the first half of next year. However, the Fed is expected to slow down in its rate hike aggression as inflation is expected to ease eventually, which ...",https://stocknews.com/wp-content/uploads/2021/09/aapl-avgo-qcom-scaled.jpg,Stocknews.com,stocknews.com,Life Sciences,0.25,Energy & Transportation,0.25,Finance,0.25,0.230691,Somewhat-Bullish
JNJ,3 Blue Chip Stocks To Watch Ahead Of This Week,https://stockmarket.com/featured/3-blue-chip-stocks-to-watch-ahead-of-this-week-2022-12-18,20221218T150702,"Blue chip stocks are high-quality, well-established companies with a long track record of stability, reliability, and strong financial performance. These stocks are often considered to be a safe investment. As they have a history of weathering economic downturns and consistently delivering ...",https://u3j7m9h7.rocketcdn.me/wp-content/uploads/2022/12/MSFT-stock-1-1.jpg,StockMarket.com,stockmarket.com,Life Sciences,0.5,Financial Markets,0.999999,Earnings,0.99992,0.35128,Bullish
JNJ,Johnson & Johnson Completes Acquisition of Abiomed - Investing News Network,https://investingnews.com/johnson-johnson-completes-acquisition-of-abiomed/,20221222T142822,Johnson & Johnson Completes Acquisition of Abiomed Investing News Network ...,,Investing News Network,investingnews.com,Economy - Monetary,0.158519,Life Sciences,1,Financial Markets,0.94762,0.309643,Somewhat-Bullish
JNJ,"2 Best Stocks to Invest $5,000 in Before the End of 2022",https://www.fool.com/investing/2022/12/29/2-best-stocks-to-invest-5000-in-before-end-of-2022/,20221229T130000,Close out the year by investing in wonderful companies with promising paths to future growth.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F714304%2Fascending-bar-chart-line-invest-financial-newspaper-stock-market-quote-rally-bull-getty.jpg&op=resize&h=340,Motley Fool,www.fool.com,Economy - Monetary,0.158519,Life Sciences,0.5,Financial Markets,0.999186,0.373995,Bullish
JNJ,2 Top Dividend Kings to Buy for the Long Haul,https://www.fool.com/investing/2022/12/14/2-top-dividend-kings-to-buy-for-the-long-haul/,20221214T131500,"No matter how much changes, these two healthcare giants keep performing.",https://media.ycharts.com/charts/4dccd85fa0eeb248dd22f8a7d7045ded.png,Motley Fool,www.fool.com,Earnings,0.744043,Life Sciences,1,Financial Markets,0.214378,0.296327,Somewhat-Bullish
JNJ,"The Best Stocks to Invest $20,000 in Right Now",https://www.fool.com/investing/2022/12/21/the-best-stocks-to-invest-20000-in-right-now/,20221221T131500,The investments you make now could power your portfolio returns for years to come.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F711320%2Fgettyimages-cash-hundreds-dollars.jpg&op=resize&h=340,Motley Fool,www.fool.com,Earnings,0.905476,Life Sciences,1,Financial Markets,0.977154,0.316637,Somewhat-Bullish
JNJ,2 Stocks to Buy Before 2023 and Hold Forever,https://www.fool.com/investing/2022/12/20/2-stocks-to-buy-before-2023-and-hold-forever/,20221220T103000,They look cheap considering what's ahead.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F713044%2Fbull-market-2.jpg&op=resize&h=340,Motley Fool,www.fool.com,Earnings,0.999819,Life Sciences,1,Financial Markets,0.929393,0.225875,Somewhat-Bullish
JNJ,Warren Buffett Loves These Stocks. Should You Buy Them Before 2023?,https://www.fool.com/investing/2022/12/16/warren-buffett-loves-these-stocks-should-you-buy/,20221216T103000,There's a lot more ahead for these market giants.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F712924%2Fbull-silhouette.jpg&op=resize&h=340,Motley Fool,www.fool.com,Life Sciences,0.5,Financial Markets,0.796627,Manufacturing,0.5,0.309402,Somewhat-Bullish
JNJ,"AstraZeneca Stock Hits New Relative Strength Highs, Reaches Buy Zone",https://www.investors.com/research/astrazeneca-stock-hits-new-relative-strength-highs-reaches-buy-zone/,20221213T201900,"In Tuesday's IBD Screen of the Day, the focus is on top stocks that have hit new highs on their relative strength lines. Big pharma leader AstraZeneca ( AZN ) popped up among the 98 top-rated stocks. Coincidentally, it has broken out of a double-bottom entry.",https://www.investors.com/wp-content/uploads/2017/10/stock-AstraZeneca-01-shutter.jpg,Investors Business Daily,www.investors.com,Life Sciences,1,IPO,0.158519,Financial Markets,0.316726,0.195778,Somewhat-Bullish
JNJ,Stock Eyeing 261% Growth This Year Sets Up New Buy Point,https://www.investors.com/research/ibd-stock-analysis/insulet-diabetes-management-innovator-near-buy-point-on-estimates-for-261-percent-growth/,20221215T130100,Diabetes Management Leader Insulet Eyes 261% Growth As It Sets Up New Buy Point Investor's Business Daily ...,https://www.investors.com/wp-content/uploads/2022/12/Stock-diabetestypes-01-adobe.jpg,Investors Business Daily,www.investors.com,Earnings,0.938238,Life Sciences,1,Financial Markets,0.266143,0.206964,Somewhat-Bullish
JNJ,"Earnings Outlook for 2023 and Featured Reports for Apple, JNJ, & Others",https://www.zacks.com/research-daily/2033891/earnings-outlook-for-2023-and-featured-reports-for-apple-jnj-others,20221230T175800,"Today's Research Daily an earnings update and features new research reports on Apple (AAPL), JNJ (JNJ), CSX (CSX) & Others.",https://staticx-tuner.zacks.com/images/default_article_images/default142.jpg,Zacks Commentary,www.zacks.com,Life Sciences,0.5,Financial Markets,0.108179,Earnings,0.988787,-0.041523,Neutral
JNJ,Fed Rate Outlook Pressures Market Rally: Weekly Review,https://www.investors.com/news/market-rally-pressured-on-fed-rate-outlook-moderna-boeing-tesla/,20221216T172400,"Market Rally Pressured On Fed Rate Outlook. Moderna, Boeing ... Investor's Business Daily ...",https://www.investors.com/wp-content/uploads/2019/01/stock-FederalReserve-snow-11-shutter.jpg,Investors Business Daily,www.investors.com,Life Sciences,0.142857,Energy & Transportation,0.142857,Technology,0.142857,-0.078518,Neutral
JNJ,"Holiday Rush: Hiring Still Hot, Strong GDP Indicate Fed Unlikely to Let Up - Nike  ( NYSE:NKE ) ",https://www.benzinga.com/markets/22/12/30177942/holiday-rush-hiring-still-hot-strong-gdp-indicate-fed-unlikely-to-let-up,20221222T180353,"( Thursday Market Open ) The Federal Reserve apparently still has work to do, judging from fresh data Thursday. That has Wall Street a bit anxious. The government's third estimate of Gross Domestic Product ( GDP ) is usually a nonevent, but Thursday's report is another example of 2022 being a ...",https://cdn.benzinga.com/files/images/story/2022/12/22/shutterstock_534465157_4.jpg?width=1200&height=800&fit=crop,Benzinga,www.benzinga.com,Life Sciences,0.166667,Energy & Transportation,0.166667,Technology,0.166667,0.067589,Neutral
JNJ,Michael Farr: These are 2023's top stock picks for what could be a rocky year,https://www.cnbc.com/2022/12/27/michael-farr-these-are-2023s-top-stock-picks-for-what-could-be-a-rocky-year.html,20221227T180145,Lower lows could be ahead for investors. Here are Michael Farr's picks for the new year.,https://image.cnbcfm.com/api/v1/image/107145128-1667430036730-nyse.jpg?v=1672160162,CNBC,www.cnbc.com,Life Sciences,0.2,Energy & Transportation,0.2,Technology,0.2,0.271248,Somewhat-Bullish
JNJ,Interest Rate Hikes Won't Stop These 2 Cash-Rich Growth Stocks,https://www.fool.com/investing/2022/12/21/interest-rate-hikes-wont-stop-these-2-cash-rich-gr/,20221221T135500,"Even if interest rates go up, you likely won't need to worry about these stocks.",https://media.ycharts.com/charts/83a961fb43ea95fedaa5edeb9247385a.png,Motley Fool,www.fool.com,Life Sciences,0.333333,Economy - Monetary,0.310843,Retail & Wholesale,0.333333,0.29908,Somewhat-Bullish
JNJ,"Got $3,000? 5 of the Safest Stocks to Buy for 2023",https://www.fool.com/investing/2022/12/29/got-3000-5-of-the-safest-stocks-to-buy-for-2023/,20221229T102100,"No matter how volatile the stock market is in 2023, these tried-and-true companies can deliver for their shareholders.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F714361%2Fstock-market-chart-correction-crash-pullback-cash-money-invest-getty.jpg&op=resize&w=700,Motley Fool,www.fool.com,Economy - Monetary,0.310843,Life Sciences,0.333333,Financial Markets,1,0.214536,Somewhat-Bullish
JNJ,BlackBerry  ( BB )  Q3 2023 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2022/12/21/blackberry-bb-q3-2023-earnings-call-transcript/,20221221T050023,"BB earnings call for the period ending September 30, 2022.",https://g.foolcdn.com/misc-assets/fool-transcripts-logo.png,Motley Fool,www.fool.com,Life Sciences,0.333333,Financial Markets,0.999997,Earnings,1,0.262829,Somewhat-Bullish
JNJ,3 Dividend Growth Stocks That Have Increased Their Payouts for a Combined 188 Years,https://www.fool.com/investing/2022/12/29/3-dividend-growth-stocks-that-have-increased-their/,20221229T124500,You'd be hard-pressed to find safer dividend stocks than these companies.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F714304%2Fascending-bar-chart-line-invest-financial-newspaper-stock-market-quote-rally-bull-getty.jpg&op=resize&h=340,Motley Fool,www.fool.com,Life Sciences,0.333333,Financial Markets,0.54554,Manufacturing,0.333333,0.272093,Somewhat-Bullish
JNJ,2 Market-Beating Stocks to Buy in 2023 and Hold Forever,https://www.fool.com/investing/2022/12/24/2-market-beating-stocks-to-buy-in-2023-and-hold/,20221224T160000,"For these companies' shareholders, it may be tempting to take profits right now. But both stocks can keep growing for a while.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F713976%2Fpresident-biden-deliver-remarks-wh-photo-adam-schultz.jpg&op=resize&h=340,Motley Fool,www.fool.com,Earnings,0.796627,Life Sciences,1,Financial Markets,0.538269,0.209884,Somewhat-Bullish
JNJ,"2 Ultra-High-Yielding Industrial Stocks To Buy With $1,000",https://www.fool.com/investing/2022/12/29/2-ultra-high-yielding-industrial-stocks-to-buy-wit/,20221229T100100,"Big yields and troubled businesses, but for long-term investors that could be just the ticket to long-term gains and generous dividend checks.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F714395%2F22_08_22-an-investor-looking-at-trends-on-a-computer-_mf-dload.jpg&op=resize&w=700,Motley Fool,www.fool.com,Life Sciences,0.333333,Financial Markets,0.365926,Manufacturing,0.333333,0.064176,Neutral
JNJ,Odey's Special Situations Fund Has Slimmed Down: Here's What's Left,https://www.forbes.com/sites/jacobwolinsky/2022/12/13/odeys-special-situations-fund-has-slimmed-down-heres-whats-left/,20221213T201604,"In his November letter to investors, portfolio manager Adrian Courtenay said they had moderated the fund's risk tolerance, targeting more consistent returns with greater weighting to yield-based activities.",https://imageio.forbes.com/specials-images/imageserve/6398db06d3f7d01bc4a506a1/0x0.jpg?format=jpg&width=1200,Forbes,www.forbes.com,Life Sciences,0.333333,Financial Markets,1,Manufacturing,0.333333,0.149512,Neutral
JNJ,Want $250 in Passive Income? Buy These 2 Dividend Kings and Wait,https://www.fool.com/investing/2022/12/16/want-250-passive-income-buy-these-2-dividend-kings/,20221216T145300,These companies will work hard to grow your base of passive income.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F712973%2Flab-technician-with-clipboard-and-test-tube-getty.jpg&op=resize&h=340,Motley Fool,www.fool.com,Earnings,0.714479,Life Sciences,1,Financial Markets,0.413559,0.361984,Bullish
