,tweet_id,user_id,description,location,following,followers,totaltweets,retweetcount,hashtags,text,score,compound,sentiment
146,262,349,"Navy wife, retired. No DMs unless invited. #MolonLabe

@Jato791 on GETTR",,2077,1465,35075,0,[], Enjoy it while it lasts old man Layoffs are starting Tracking 2023s Layoffs in Tech and Beyond Job Cuts Continue in April  Observer,"{'neg': 0.083, 'neu': 0.795, 'pos': 0.121, 'compound': 0.25}",0.25,POSITIVE
147,263,230,Engineer in the area of video,United States,210,168,77,12,[],In the midst of layoffs former workers in tech are venting about jobs with little to do  Remind me again why we need to bring in so many foreign tech workers  i ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
148,264,350,"Account for Halo related Content __
Social Arena | Forge (Prefabs, Custom Games)",Europe,495,574,911,0,[], Ever since the Layoffs Ive lost all my hopeAnd with all the Hope Ive lost a lot of the Passion Ive had for my favorite Franchise is goneNothing is set in stone but by the looks of it we wont see a Campaign for at least 5 Years The SP Team is gone,"{'neg': 0.061, 'neu': 0.829, 'pos': 0.11, 'compound': 0.3919}",0.3919,POSITIVE
149,265,351,"Euro Journal is a European News Agency. We report in German and English language on current topics in UK, USA, Germany, Europe and the World.",London,5001,1953,333387,0,"['breakingnews', 'entertainment', 'gaming', 'tech']",Halo creative lead Joseph Staten leaves Microsoft 3 months after heavy layoffs at 343 Industries breakingnews  entertainment gaming tech,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.6908}",0.6908,POSITIVE
150,268,354,Amazon Seller __ & Stock Market Investor __,"Fort Lauderdale, FL",146,260,664,0,[], Layoffs and good friday plus easter this week,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,POSITIVE
151,269,355,Data+Analytics+Automation | AI Consultant @rapidgptAI,"Pune, India",358,147,2643,0,[],Elon Musk is biggest threat to innovation and humanity First he started the series of tech layoffs and then killed small startups by creating monopoly with his enterprise plan His downfall already started with him losing grip on OpenAI which will rule the future of Tech,"{'neg': 0.187, 'neu': 0.728, 'pos': 0.085, 'compound': -0.7717}",-0.7717,NEGATIVE
152,273,359,mother of a beautiful little girl,New York state,30,4,11,0,[], In order to combat inflation the company has adopted layoffs in order to reduce expenses so what should these employees do and many of them are burdened with mortgages and the responsibility of raising children,"{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.6249}",-0.6249,NEGATIVE
153,275,361,Indian. In. USA. whatever...,,105,589,18172,0,[], Try sending it again Twitters reliability has gotten bad after Elons mass layoffs The site and the app has become slow in general,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.5423}",-0.5423,NEGATIVE
154,277,363,Deputy Guides Editor at PCGamesN | Half of Erased Citizens with @RatCupcake | That diverse voice you�ve heard so much about,London,209,351,1796,0,[], how many times you gotta praise IGN so they avoid you in their next round of layoffs,"{'neg': 0.118, 'neu': 0.712, 'pos': 0.171, 'compound': 0.2782}",0.2782,POSITIVE
155,279,365,"Father, Son, Husband, Student, Friend, Program Mgr. , Pilot, Motor/Cyclist, USN  (ret.)Officer, SAR Swimmer, USA Patriot. Parler- @tarmac10  Opinions are my own",United States,1674,1346,20393,0,[],  Your questions imply that money is the only metric that matters when gauging the success of social policy and it isnt You are sticking your head in the sand by ignoring the significant social problems homelessness layoffs skyrocketing crime etc that exist in California,"{'neg': 0.166, 'neu': 0.71, 'pos': 0.123, 'compound': -0.5106}",-0.5106,NEGATIVE
156,280,366,"(He/Him) Politics, Comics, and Video Games. DC Writer at Comic book Herald, guest at Not A Robot, and Comic Solicits Whisperer.

______

Class of AU' 24?","Atlanta, GA",181,95,7332,0,[],Articles keep saying the economy is struggling but outside of shortstaffing in underpaid labor and some tech layoffs I really dont understand that idea I mean unemployement is at the lowest its been in over 50 years and black unemployment is the lowest it has EVER been,"{'neg': 0.234, 'neu': 0.766, 'pos': 0.0, 'compound': -0.9109}",-0.9109,NEGATIVE
157,281,367,lawyer and advisor to some of the coolest tech startups in the land_______,"San Francisco, CA",769,862,5001,0,[], Between Kirkland layoffs and the PH training slide ppl are tired of us and our jobs lol,"{'neg': 0.14, 'neu': 0.725, 'pos': 0.135, 'compound': -0.0258}",-0.0258,NEGATIVE
158,282,368,Cable TV,"Hartford, Al",98,35,3638,0,[],   Wrong Explain the layoffs,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4767}",-0.4767,NEGATIVE
159,284,370,Developing our vault for a WEB3 presence.,"Goshen, NY",88,4,19,0,[], Acceptance needs to be given to the XRPL select group then Trickle to XRP XRP Investors are itching to take profits Come Q3Q4 of this year when these XRP investors are out of a job due to massive layoffs which are already happening XRP decision may run to the appellate court,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.7096}",0.7096,POSITIVE
160,285,371,,,8,41,16189,0,[],  are facing mass layoffs due to woke industries sufferingare not supporting LGBT causes and are taking offense to being attacked by the LGBT community  They want to play a game and get attacked for itWant rich to pay taxes until they make money,"{'neg': 0.222, 'neu': 0.64, 'pos': 0.137, 'compound': -0.5432}",-0.5432,NEGATIVE
161,288,374,"New York's #1 news, Channel 7 Eyewitness News. WABC-TV. Comments & photos shared here or using #abc7NY could be used on any ABC platforms.",New York City,28898,772532,409843,0,[],McDonalds to lay off hundreds as burger giant restructures company source says  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
162,290,376,,,558,75,641,0,[],     Could tell you more about what is happening internally Apparently they are having money troubles at the moment and employee morale is down the drain Layoffs are also happening as well On my end I have people that I talk to even though I left there last year,"{'neg': 0.062, 'neu': 0.894, 'pos': 0.044, 'compound': -0.2263}",-0.2263,NEGATIVE
163,296,382,"developer | traveller | geek

@amatsehor@androiddev.social","Odesa, Ukraine",114,46,1397,0,[], Oh gosh I read it as semantic layoffs at first,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
164,297,383,Jazz & Whiskey,West US,50,28,10517,0,[], Will the layoffs include a couple of Big Macs as severance With fries and a shake,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.1779}",-0.1779,NEGATIVE
165,298,384,You want to start a business? Great! The first step to start a business is to find business ideas. https://t.co/qKVc2tr4HR,,106,180,51790,0,[],Looking To Scale Your Business Five Lessons Owners Can Take From The Recent Tech Layoffs    ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
166,299,385,__Find me at https://t.co/okS39TeVCJ Desert Dreamer@PS_Pride /@ps_pride@mastodon.lol .,"Palm Springs, CA",1706,1418,127556,0,[],And this happens even more with the Great Layoffs  They dont replace many of these workers so they can shift more work to existing employees ,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.6557}",0.6557,POSITIVE
167,300,386,"Putting thoughts somewhere to keep myself honest so I can learn from what I get right and wrong.

Central planning kills the trial + error engine of progress.",,872,804,11387,1,[],_ at the Demand Downturm since last June that has caused Layoffs ,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.128}",-0.128,NEGATIVE
168,301,387,,,24,314,1252,0,[],Prompt engineers for 300 grand is the reason why we have tech layoffs,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.4588}",0.4588,POSITIVE
169,302,388,__ Broadcasting The Advisor Evolution | Live-streaming & micro-content for #FinancialAdvisors | Founded by @sjaycoulter,,910,2014,1055,2,"['META', 'investing']",Meta layoffs and why growth matters META investing ,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.4019}",0.4019,POSITIVE
170,304,390,"E noho wau i ka Moku o Keawe, e Puna moku__ina i ka keona kapa _ia Kea'au. I live on the Big Island of Hawai'i, in the district of Puna in a town called Kea'au.","Kea'au, Moku o Keawe ",1150,698,51844,0,[],LOL This open lie to try and convince us that jobs were created is laughable People are returning to existing jobs What the Marxist democrats now want to hide is the coming layoffs ,"{'neg': 0.044, 'neu': 0.697, 'pos': 0.259, 'compound': 0.7456}",0.7456,POSITIVE
171,306,392,"__NYC______/ 2017________/ __9___________________/ ____________________($60,000__)/ ____________________________/_________________/ ____________________","New York, NY",17,24,750,0,[],In the midst of layoffs former workers in tech are venting about jobs with little to do  They were hiring ahead of demand _ No wonder Twitter has been running just fine after firing thousands of workers via ,"{'neg': 0.149, 'neu': 0.807, 'pos': 0.044, 'compound': -0.5106}",-0.5106,NEGATIVE
172,307,161,One Stop Destination for Job Search on Twitter.,,1,2843,598059,1,"['Wave', 'Mass', 'Tech', 'Companies', 'Report', 'Reveals', 'Microsoft']",Despite Recent Wave Of Mass Layoffs Tech Companies Are Still Hiring Report Reveals  Microsoft NASDAQMSFT Alphabet NASDAQGOOGL Meta Platforms  hiring layoffs nasdaqgoogl nasdaqintc nasdaqmeta nasdaqmsft nysecrm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
173,308,393,I reserve the right to be wrong.,,68,1,1798,0,[], And people wonder why tech companies are doing layoffs sheeeesh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
174,309,394,"_____ ________
_Loqui multum, sed dicere nihil.  Disputatio minus, sed dicere plura._
______. ___________. __�___________.______ _____#FBR #Resist He/Him","Toronto, ON, CDA",10397,9520,223892,0,"['FelonHusk', 'MaMuskBoy', 'PerpetuaMendax', 'CapnCapricious', 'GrifterOrdinaire']",aJSD We all areFelonHusk MaMuskBoy PerpetuaMendax CapnCapricious GrifterOrdinaireElon Musks lawyer for Twitter is done with himElon Musks layoffs appear to have guaranteed that Twitters legal problems will only get worse ,"{'neg': 0.169, 'neu': 0.787, 'pos': 0.044, 'compound': -0.6486}",-0.6486,NEGATIVE
175,310,395,"Genghis Khan: I am the punishment of God...If you had not committed great sins, God would not have sent a punishment like me upon you.",,1192,427,34001,0,[],Did you catch this tiny point Equity grantsWonder why McDs is having financial problems its bc of stupidity like Equity grantsGO WOKE  GO BROKEincluding changes to titles and benefits such as bonuses and equity grants,"{'neg': 0.124, 'neu': 0.642, 'pos': 0.235, 'compound': 0.6124}",0.6124,POSITIVE
176,311,396,Head of Design @Stemma_ai - Writing the @sveltejs newsletter and the #BookmarkBeat - Putting the human experience first. Developing solutions to make it better.,"Denver, CO",615,402,1640,0,"['BookmarkBeat', 'layoffs']",This week on the BookmarkBeat __ Ill be sharing my thoughts on the recent waves of layoffs and to lighten the mood a bit a huge list of links telling the stories of welldesigned products  ,"{'neg': 0.074, 'neu': 0.792, 'pos': 0.135, 'compound': 0.3182}",0.3182,POSITIVE
177,316,401,Having troubles? Contact Renz Law. Fighting for your freedoms and winning.,United States,158,43,8266,234,[],Uhoh Layoffs are starting to show up in the jobs dataSpecifically in the South New payroll data from ADP shows states across the South TX FL TN have LOST JOBS to start 2023Meanwhile coasts are still adding jobs  Just a blip or start of a trend __recession ,"{'neg': 0.062, 'neu': 0.873, 'pos': 0.066, 'compound': 0.0516}",0.0516,POSITIVE
178,317,402,Ask the NSA for my profile.,,14,2,135,0,[], Oddseems to contradict the massive of layoffs occurring I am sure we can trust the Whitehouse propaganda though very reliable,"{'neg': 0.173, 'neu': 0.602, 'pos': 0.225, 'compound': 0.3182}",0.3182,POSITIVE
179,318,403,Let�s chat with me - https://t.co/qGXFYrnp2s,,75,21,3316,0,[], That only thing coming are the layoffs from Larry and peers Obviously the software isnt deciding what it will do next thats the people making those decisions As always,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
180,319,404,"__ #Realtor in Fabulous #LasVegas Nevada. Wife, Mom, Community Builder, Board Member @CityOfLasVegas, Market Watcher, NVDRE S.0181740
https://t.co/cEZ2SJVjMx�","Las Vegas, NV",4983,1187,3667,0,[], Its hard to find things in working order Its the opposite of a wellbuilt smooth running machine Credit card debt layoffs poor earnings high car prices high rates housing crap  inflation student loan debt division in countrypolitics fraud you name it ts on fire,"{'neg': 0.327, 'neu': 0.626, 'pos': 0.047, 'compound': -0.9287}",-0.9287,NEGATIVE
181,324,409,"ACCT & RESEARCH USE. we collect posts/RT to store for educational reference.RETWEETS, SHARING IS NOT AN ENDORSEMENT. We are not looking for followers, no DM.",United States,3354,219,8310,12,"['TrumpArraignment', 'Layoffs']",You think maybe the TrumpArraignment is being used to distract us from the growing amount of Layoffs taking place ,"{'neg': 0.105, 'neu': 0.813, 'pos': 0.081, 'compound': -0.128}",-0.128,NEGATIVE
182,325,410,"I'm easy going. I speak my mine not to impress but respect others likewise. My philosophy ""humans are equal like ants and can be squash any moment in time""",,72,50,8670,0,[], You think cod will change landscape What kinda gamer gonna play cod in cloud or subscription Its already on mobile didnt do dent there After deal more like exodus already signs miss management more layoffs panics going 3rd p cancels hardware Thats the unsettling part,"{'neg': 0.132, 'neu': 0.771, 'pos': 0.097, 'compound': -0.1899}",-0.1899,NEGATIVE
183,326,411,HATERRRR. virgobaby,,850,2326,32649,1479,[],Happy birthday to me __ 21 ,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}",0.5719,POSITIVE
184,327,412,Kinky Voice Actress | Nerdy Goth | I create and sell hypnosis content__ been in the scene since 2018 __,,30,125,1291,0,[],Ive been using these glasses since 2018 theyre so old theyre starting to impair my vision and the legs have broken off twice which I glued back together I also havent been able to get an eye exam thanks to layoffs and inflation Id appreciate this gift immensely ,"{'neg': 0.056, 'neu': 0.744, 'pos': 0.199, 'compound': 0.783}",0.783,POSITIVE
185,328,413,adtech+media. APAC.,Sydney,2719,1922,35318,155,[],Layoffs are awful for people impacted but one of these days most of Europe needs to understand that actively making it hostile for companies to operate is literally why its growth has stagnated for decades and the largest company is a luxury goods holding co ,"{'neg': 0.104, 'neu': 0.773, 'pos': 0.123, 'compound': 0.2382}",0.2382,POSITIVE
186,329,414,Father to my son Max � Stillborn 12/20/21 ______ / Unvax�d & Pure__/ Former Fair Lawn Borough Council Candidate / Freedom loving patriot ________,"New Jersey, USA",3114,3231,2944,0,[],Not Lovin It McDonalds Slashes Pay Closes Offices LayoffsWorkers ,"{'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.296}",-0.296,NEGATIVE
187,330,415,"Insuring Innovation for over 100 years. Insurance Services, Risk Management, and Employee Benefits.","San Francisco, CA",791,1386,5885,0,[], walks you through how to prevent data theft also known as data leakage exfiltration postlayoffs For example if an employee sends data from their work email to their personal email you may be able to intercept it ,"{'neg': 0.0, 'neu': 0.97, 'pos': 0.03, 'compound': 0.0258}",0.0258,POSITIVE
188,335,420,,,470,107,58956,1,[],Those layoffs are served colder than a McFlurry ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
189,337,422,sarcastic�Savage__�FC forever __@wizkidayo�proud Outlaw__@victony� Tweeting your thoughts __,Eiffel Tower,5999,10542,51454,57,[],Supporting friends or family members through any sort of layoffs and unemployment can be tricky You want to help but arent sure how to offer itLet me show you how you can help them get their desired job OnGoogleSearch ,"{'neg': 0.116, 'neu': 0.614, 'pos': 0.27, 'compound': 0.7584}",0.7584,POSITIVE
190,338,423,We provide the most comprehensive content to aid B2B IT decision making. Sign up to our NL https://t.co/Wb6iUyQhvV � & join us on LinkedIn https://t.co/LHjgdWbwr0,"London, United Kingdom",3926,25636,58340,0,[],Google staff stage London office walkouts in layoffs protest ,"{'neg': 0.346, 'neu': 0.654, 'pos': 0.0, 'compound': -0.4019}",-0.4019,NEGATIVE
191,340,425,"All articles about self driving cars posted to the web are featured here automatically, by our unique, proprietary tech. #autonomous #selfdriving #driverless",,586,2471,109803,0,"['autonomousCar', 'selfDrivingCar']",Apple joins Amazon Google and Microsoft in tech industry layoffs  How smart   autonomousCar selfDrivingCar,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.5267}",0.5267,POSITIVE
192,341,426,,,1312,1302,3616,0,[], I like execution from ZM but they still have very high figures on SBC If they cut SBC with layoffs their fundamentals will be very strong,"{'neg': 0.085, 'neu': 0.703, 'pos': 0.212, 'compound': 0.611}",0.611,POSITIVE
193,342,427,Latest News Updates,US,2522,968,113791,0,"['TrendingNow', 'HotTopics', 'Trending', 'News', 'NewsUpdate', 'Forumidex', 'MyForumLink', 'BreakingNews']",McDonalds layoffs 2023 Hundreds to be laid off as burger giant restructures company source says  KABCTV  TrendingNow HotTopics Trending News NewsUpdate Forumidex MyForumLink BreakingNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
194,346,431,,,37,1,177,0,[], Next thing youll being saying is the Economy is strong cost of living is down and no layoffs are happening across corporate AmericaOh Joey you are such a great liar,"{'neg': 0.145, 'neu': 0.66, 'pos': 0.195, 'compound': 0.4404}",0.4404,POSITIVE
195,357,442,PubSec IT/OT/#CyberPhysical-#AI #BI #BigData #SaaS #PaaS #ITSM #IoT #IIoT #ICS #GIS #DataScience #DevNetSecOps #IAM #ZTA #ML #UEM #ITAM #PAM #5G #iPaaS-views=me,"DC | GMU - Econ, IT & #RSMeans",4557,562,21163,1,[],ICYMI Apple which has thus far avoided the sweeping layoffs that have taken place at rival companies like Microsoft and Google is eliminating some roles after all ,"{'neg': 0.08, 'neu': 0.836, 'pos': 0.084, 'compound': 0.0258}",0.0258,POSITIVE
196,358,443,"Married, mom. BS and MS in Home Economics. Pro-choice. WWJD. no DM no emails. Army brat. #America First. #AMERICAN INDEPENDENT PARTY.","Nevada, USA",3022,1866,21851,1,[], Strong jobs report The total number was downManufacturing jobs declined Many layoffs occuring Inflation continues greatly outpacing wage increases NOT a strong jobs report,"{'neg': 0.099, 'neu': 0.733, 'pos': 0.168, 'compound': 0.2259}",0.2259,POSITIVE
197,360,445,"I went Vegan in October 2015 and was one of my best decisions I ever made.  
It's not too late to start 100% Plant based lifestyle  #4theanimals4theplanet4heal",Planet earth Canada,1354,370,2429,0,[],Why wait for them to lay you off by Zoom Do you want to generate Predictable Cash Flow from a digital wallet on the blockchain Get started today Virtual layoffs may be here to stay ,"{'neg': 0.0, 'neu': 0.962, 'pos': 0.038, 'compound': 0.0772}",0.0772,POSITIVE
198,361,446,"Bruce Parker's: Buck-_ut____E__TV 
#OLEWPodcasts: Persistent Art with__IMPACT.
#OLEWGLOBAL #OLEWRADIO2 #OLEWTV #OLEWTV1",USA-____: Chicago Style____...,401,178,39158,5,['JUSTIN'],JUSTIN About 5K GM salaried workers take buyouts avoiding layoffs ,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.34}",-0.34,NEGATIVE
199,363,448,"Grandfather, Programmer, Truthseeker",Newcastle Australia,95,47,2897,0,[], Concentrate on the Failing banks rising numbers of layoffs and business closures high inflation and energy costs energy independenceStop following orders form Soros stop destroying America ,"{'neg': 0.265, 'neu': 0.612, 'pos': 0.122, 'compound': -0.7096}",-0.7096,NEGATIVE
200,365,450,Investor & Quant Trader | 20+ ears of cross-asset experience with global quality focus | Sharing my truths on markets & mindset & building wealth,Zurich,0,149,14,2,[],Mortgage demand collapsingManufacturing sector close to contractionMass layoffs in tech amp beyondUsed car prices falling at an alarming rateTrillions of crypto lossesBuying conditions for houses lowest in historygtgt The risk of a recession is getting real,"{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.8442}",-0.8442,NEGATIVE
201,366,451,Uneven weighted measure.,,94,84,17166,0,[],Downtown San Francisco office vacancy rate just hit 295 highest on record Layoffs and loss of commercial industrial base leads to gentrification decline NE OH low stable,"{'neg': 0.144, 'neu': 0.784, 'pos': 0.072, 'compound': -0.296}",-0.296,NEGATIVE
202,369,454,foxes & vacuums & stuff Icon is by @Fleurfurr & banner is by Mel Shaw,"Pittsburgh, PA",1013,1736,4596,0,[], Glad we stood up for the rights of the 7000 millionaires of the ILWUTheir low productivity and inability to function during the pandemic which has raised prices for everyone and destroyed millions of lives through supply chain related layoffs was clearly worth it,"{'neg': 0.152, 'neu': 0.703, 'pos': 0.144, 'compound': -0.1027}",-0.1027,NEGATIVE
203,372,457,#Equality. BLUE for democracy. #RESIST. #BLM #MyBodyMyChoice #BeFierce __GOP is the party of fascism.,,3527,3343,3081,0,[],  Nope __Biden added 10726000 Its 1239000 higher than the February 2020 peak of employment before COVID19 forced massive shutdowns and layoffs,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.4588}",-0.4588,NEGATIVE
204,374,459,"Local news, alerts, events and more. We�re your source for all things Marlborough.","Marlborough, MA",326,1339,23756,0,[],Hundreds of employees in Massachusetts lost jobs in March and more job cuts are on the way according to forecasts ,"{'neg': 0.21, 'neu': 0.79, 'pos': 0.0, 'compound': -0.5829}",-0.5829,NEGATIVE
205,377,462,"Nerd for narrative. Writer, book coach, editor. Catch me geeking out about music, gaming, and all things Star Wars.",United States,97,161,345,0,[], This is great in theory but I hear way more about surprise layoffs and ghosting than I do about successes And thats for people already in the industry The industry as a whole needs an overhaul of its hiring and career path practices,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.889}",0.889,POSITIVE
206,381,460,Vegan. Cyclist. Love animals. Hate cruelty.,The Netherlands,90,115,3652,0,[],vegan All of which brings up another point people still eat at McDonalds ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
207,383,467,"Stock market dance, up and down, Investors' nerves, wear thin and brown, Yet, those who stay, calm and wise, Reap rewards that money buys.",That Comet in My Banner.,30,6,1686,1,[],Mass Tech layoffs in last 3 months 21000 Meta META 18000 Amazon AMZN 12000 Google GOOG 10000 Microsoft MSFTJob security is not always the caseA smart man always has a multitude of income sources,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.7003}",0.7003,POSITIVE
208,390,194,I have no idea what I�m doing,,385,107,2948,0,[],    Layoffs can impact an entire community Vs an employee quitting at any giving time has no community impact It is a governments job to the whats best for its taxpayers Regulating layoffs fits their duties,"{'neg': 0.055, 'neu': 0.779, 'pos': 0.166, 'compound': 0.6597}",0.6597,POSITIVE
209,391,474,Retired Union Electrician and Real Estate Investor. Hard work and street smarts pays well. It pains me to say our current POTUS is an embarrassment.,Western North Carolina,304,69,1084,0,[], Been to close to politicians in my life Gives me a whole different perspective of lawmakers Sorry if I struck a nerve On another note did you see this,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.3182}",-0.3182,NEGATIVE
210,392,475,,"Crook County, Illinois ",21,4,453,0,[], Good economic news is quite a stretch Inflation is out of control and lots of employers are planning layoffs soon,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}",0.4404,POSITIVE
211,394,477,Husband_Dad_Firefighter_Foster Parent_Former Cop Your friendly neighborhood @StarrcastEvents Social Media Guy,"Savannah, TN",1320,4090,43324,0,[],  Disney is quite literally FLs largest taxpayerNone of Disneys corporatewide layoffs are frontline park workers The parks are far and away Disneys largest revenue drivers The hemorrhage in money is due to investment in Disney amp affiliated projectsWDW will be fine,"{'neg': 0.0, 'neu': 0.957, 'pos': 0.043, 'compound': 0.2023}",0.2023,POSITIVE
212,399,482,"I don�t like most people, except you, and you. Luke Skywalker, Ciri, Ahsoka Tano, Nightsister Merrin & Mel Medarda stan account.",,438,111,31068,0,[], Especially with the big shakeups reportedly going on at Disney Budget cuts layoffs etc,"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.4019}",-0.4019,NEGATIVE
213,401,484,Amazon Seller/Learning Ambassador at Amazon's TUS2 fulfillment ctr. Social Media Influencer/Marketer. Send me your new books! Living the spirit of Aloha. #ad,Tucson,14972,13782,35428,1,"['SanFrancisco', 'HuntersPoint']",SanFranciscos HuntersPoint suffered layoffs white flight and being isolated by the new Bayshore Freeway On Sept 27 white police officers came upon Black youths joyriding in a stolen car    ad StevosNovelIdeas,"{'neg': 0.236, 'neu': 0.679, 'pos': 0.084, 'compound': -0.765}",-0.765,NEGATIVE
214,402,485,KEC Global Business Manager - Individual Global Financial Markets Investor - Investment & IT & Social Media Expert,Republic of Croatia,16,3342,746041,0,"['Money', 'Finance', 'Economics', 'Market']",Not Lovin It McDonalds Slashes Pay Closes Offices Layoffs Workers   Money Finance Economics Market,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.296}",-0.296,NEGATIVE
215,405,488,"Fromer Trucker retired 
No DMs",,426,256,11108,3,[], Got a feeling freight waves will be running more stories about bankruptcies on the asset side and mass layoffs on the non asset side in the next 34 weeks,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.6705}",0.6705,POSITIVE
216,407,490,"Patriot, I call it like it is! NO political hacks, No DM.",,174,43,810,0,[],Facebook customers you built it now live with it ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
217,408,491,"father of @jatisgroups

____",JG,108,280,10226,0,[],wasnt kidding bout thissee the layoffs ,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.0762}",-0.0762,NEGATIVE
218,410,493,"Pronouns:  ball/baller/balls/balls/ballself

Usage:  Balls pronouns are unique to baller.  But, ball doesn't care to keep them only for ballself.",,19,16,1734,0,[],   If this is a false narrative why is it being pushedAre mass layoffs around the cornerI remember seeing similar narratives about Twitter employees before the mass layoff  In fact this was put out the day before Elon completed the purchase,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
219,411,494,Journalism and Mass Communications Librarian @uflibrarywest at @uflib & @UF. Proud @UFJSchool grad.,"Gainesville, FL",2337,3263,7289,0,[],Been thinking a lot about library stats and how circulation data and ref desk questions have been used to justify layoffs or closed spaces at other institutions Yet my instruction stats and student consultations as well as questions via email amp social have gone up every year,"{'neg': 0.0, 'neu': 0.955, 'pos': 0.045, 'compound': 0.2732}",0.2732,POSITIVE
220,414,497,"Tradegod technology rants, raves, stuff that works Market scams and pump and dumps always on watch",392 mission avenue,1690,420,1504,0,[],Not much shittier to eat than this  Its pure trash  Stop eating it  Not Lovin It McDonalds Slashes Pay Closes Offices Layoffs Workers  ZeroHedge ,"{'neg': 0.193, 'neu': 0.715, 'pos': 0.091, 'compound': -0.2134}",-0.2134,NEGATIVE
221,415,498,"Civil Engineer, hack golfer, and a Rambling Wreck from GA Tech!","Atlanta, GA",209,110,1482,0,[], The layoffs from big tech arent near deep enough yet time to put up the scalpel and get out the machete,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
222,416,497,"Tradegod technology rants, raves, stuff that works Market scams and pump and dumps always on watch",392 mission avenue,1690,420,1504,0,[],Not Lovin It McDonalds Slashes Pay Closes Offices Layoffs Workers  ZeroHedge ,"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.296}",-0.296,NEGATIVE
223,417,411,HATERRRR. virgobaby,,850,2326,32649,18,[],heavy on if they wanted to they will,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
224,420,501,"____________ ___________ __ __________, __________, ______________, __________ _________ _.____________. _____ ___ ___________ ____�______ ________","___________, _____",22,293,436,6,[],No layoffs to  From the best year ever and doubled revenues in 2022 to massive layoffs for 17 of Companys employeesWhether they have profits or losses employees are considered to be costWe wont accept this United we have the power ,"{'neg': 0.138, 'neu': 0.661, 'pos': 0.201, 'compound': 0.6447}",0.6447,POSITIVE
