user_id,description,location,following,followers,totaltweets,retweetcount,text,hashtags
428,Truth Matters never stop searching it !,United States,1551,1658,81340,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
429,"https://t.co/LUKM0wIKJe 
https://t.co/CI0j7HVSFi…",San Francisco,2752,2946,132503,9,"San Francisco was just turning a corner, fueled by AI and ChatGPT. Then an old-school bank run threw its future into question again https://t.co/nWtdD6mQUz",[]
430,"20 • vegan • twin • she/her • feminist • yoga • inhale lots of love in, exhale lots of love out __",UK,960,3715,22836,3,All of which brings up another point: people still eat at McDonalds? https://t.co/DEQjAE4Jt4,[]
431,,,37,1,177,0,"@JoeBiden Next thing you’ll being saying is the Economy is strong, cost of living is down and no layoffs are happening across corporate America….Oh Joey, you are such a great liar!",[]
432,The first word in business news. Newsletters: https://t.co/nWaCxHSKuU Podcasts: https://t.co/096e9xMbPz The Big Take podcast: https://t.co/UqskwXtp5Z,New York and the World,1484,9213464,922236,9,"San Francisco was just turning a corner, fueled by AI and ChatGPT. Then an old-school bank run threw its future into question again https://t.co/nWtdD6mQUz",[]
433,"Husband,dad,servant,guardian,truth keeper,patriot,American, lover of life and adventure, today is the day, now is the time !! ________ Pure Blood !!",,131,199,5651,171,"https://t.co/YwmbGs3ZR5 

Stop eating McDonalds. They tried hard to debunk this. IT IS TRUE. Notice the McDonalds layoffs? Oh much more to come. THEY ARE DEMONS.",[]
434,"Never ever apologize to the left, double down.

No DMs",,344,338,92429,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
435,__________,Mars,5169,11305,133144,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
436,NewsTechnology & Science,"Boaz, AL",813,621,9488,171,"https://t.co/YwmbGs3ZR5 

Stop eating McDonalds. They tried hard to debunk this. IT IS TRUE. Notice the McDonalds layoffs? Oh much more to come. THEY ARE DEMONS.",[]
437,,"New Haven, CT",372,276,4560,6,"CT, recession, and massive layoffs all in one article on one of the largest wrb sites. 
Thanks @ctdems 

https://t.co/TIc5cjUebw https://t.co/QjtD5y84Wa",[]
438,__________________________________________________________________________________________________________________________________m(__)m,,1320,251,123366,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
439,,,150,103,1852,171,"https://t.co/YwmbGs3ZR5 

Stop eating McDonalds. They tried hard to debunk this. IT IS TRUE. Notice the McDonalds layoffs? Oh much more to come. THEY ARE DEMONS.",[]
440,"I am the man for the job.  Red pill taker, Freedom Seeker, Small Cap #AMC ape.  Movie Watcher.","Chicago, IL",908,791,53618,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
441,,,62,13,346,171,"https://t.co/YwmbGs3ZR5 

Stop eating McDonalds. They tried hard to debunk this. IT IS TRUE. Notice the McDonalds layoffs? Oh much more to come. THEY ARE DEMONS.",[]
442,PubSec IT/OT/#CyberPhysical-#AI #BI #BigData #SaaS #PaaS #ITSM #IoT #IIoT #ICS #GIS #DataScience #DevNetSecOps #IAM #ZTA #ML #UEM #ITAM #PAM #5G #iPaaS-views=me,"DC | GMU - Econ, IT & #RSMeans",4557,562,21163,1,"ICYMI: Apple, which has thus far avoided the sweeping layoffs that have taken place at rival companies like Microsoft and Google, is eliminating some roles after all. https://t.co/EuIjCvdDIf",[]
443,"Married, mom. BS and MS in Home Economics. Pro-choice. WWJD. no DM no emails. Army brat. #America First. #AMERICAN INDEPENDENT PARTY.","Nevada, USA",3022,1866,21851,1,"@DavidMusiker Strong jobs report?? 
The total number was down.
Manufacturing jobs declined. 
Many layoffs occuring. 

Inflation continues greatly outpacing wage increases. 

NOT a strong jobs report.",[]
444,,USA,93,585,128381,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
445,"I went Vegan in October 2015 and was one of my best decisions I ever made.  
It's not too late to start 100% Plant based lifestyle  #4theanimals4theplanet4heal",Planet earth Canada,1354,370,2429,0,"Why wait for them to lay you off by Zoom? Do you want to generate Predictable Cash Flow from a digital wallet on the blockchain. Get started today. https://t.co/qM9QW5DDFt

Virtual layoffs may be here to stay https://t.co/PE4VvdeENm",[]
446,"Bruce Parker's: Buck-_ut____E__TV 
#OLEWPodcasts: Persistent Art with__IMPACT.
#OLEWGLOBAL #OLEWRADIO2 #OLEWTV #OLEWTV1",USA-____: Chicago Style____...,401,178,39158,5,"#JUSTIN About 5K GM salaried workers take buyouts, avoiding layoffs https://t.co/cKnHa4CRm8",['JUSTIN']
447,"Africa News, Africa Business, Africa Tech, Africa Sports & Entertainment.

Subscribe to our YouTube: https://t.co/0HUbhrGNn9",,154454,140420,653955,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
448,"Grandfather, Programmer, Truthseeker",Newcastle Australia,95,47,2897,0,"@JoeBiden Concentrate on the Failing banks, rising numbers of layoffs and business closures, high inflation and energy costs, energy independence.

Stop following orders form Soros, stop destroying America! https://t.co/TkezK2BYqY",[]
449,"RC1681343
__Delta ||
Contemporary Buildings ||
Value based Construction ||
Facility Management

https://t.co/TROwFK167Y",,223,176,14253,221,"You’ve most likely read about the layoffs. I’ve lost my staff job at Bustle. *I’m looking for editing, writing work for May &amp; beyond.* I feel numb, along with a crippling fear that I don’t have the following to get a post like this seen, but I welcome any help. #JournoRequest  1/",[]
450,Investor & Quant Trader | 20+ ears of cross-asset experience with global quality focus | Sharing my truths on markets & mindset & building wealth,Zurich,0,149,14,2,"Mortgage demand collapsing

Manufacturing sector close to contraction

Mass layoffs in tech &amp; beyond

Used car prices falling at an alarming rate

Trillions of crypto losses

Buying conditions for houses lowest in history

&gt;&gt; The risk of a #recession is getting real",[]
451,Uneven weighted measure.,,94,84,17166,0,"Downtown San Francisco office vacancy rate just hit 29.5%, highest on record. Layoffs and loss of commercial industrial base leads to gentrification, decline. NE OH low, stable.",[]
452,"Specializing in blockchain, cryptocurrencies and investing in ICO/IEO/Stocks!

Supporting: $XDC $ADA $XYO $NEO $WAXP $PIVX $DIVI & More...","California, USA",512,833,38995,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
453,Investor. Trader. Trading Strategist. Equities. Private Financial Advisor. _A _OSTA PR__ME PME’S. _______ #NBA,StocksLand ______,265,7939,1884343,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
454,foxes & vacuums & stuff Icon is by @Fleurfurr & banner is by Mel Shaw,"Pittsburgh, PA",1013,1736,4596,0,"@wyliekuhn Glad we stood up for the rights of the 7,000 millionaires of the ILWU.

Their low productivity and inability to function during the pandemic, which has raised prices for everyone and destroyed millions of lives through supply chain related layoffs, was clearly worth it.",[]
455,unvaxed,"Stockport, England",2655,2196,80081,171,"https://t.co/YwmbGs3ZR5 

Stop eating McDonalds. They tried hard to debunk this. IT IS TRUE. Notice the McDonalds layoffs? Oh much more to come. THEY ARE DEMONS.",[]
456,"“The greatest and most powerful revolutions often start very quietly, hidden in the shadows. Remember that.”
_ Richelle Mead,",Your moms basement,12686,12511,197547,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
457,#Equality. BLUE for democracy. #RESIST. #BLM #MyBodyMyChoice #BeFierce __GOP is the party of fascism.,,3527,3343,3081,0,"@smithereenz83 @POTUS Nope. __

Biden added 10,726,000 

It’s 1,239,000 higher than the February 2020 peak of employment before COVID-19 forced massive shutdowns and layoffs.

https://t.co/ALwKmjHmmn",[]
458,"Ultra MAGA  ____ Truth teller with comedic skills  
100%  Constitutionalist , traditional family values,  All Honor & praise __ to most high GOD. #Pureblood __","Georgia, USA",3813,1463,15512,171,"https://t.co/YwmbGs3ZR5 

Stop eating McDonalds. They tried hard to debunk this. IT IS TRUE. Notice the McDonalds layoffs? Oh much more to come. THEY ARE DEMONS.",[]
459,"Local news, alerts, events and more. We’re your source for all things Marlborough.","Marlborough, MA",326,1339,23756,0,"Hundreds of employees in Massachusetts lost jobs in March, and more job cuts are on the way, according to forecasts. https://t.co/45GiodKsN6",[]
460,Vegan. Cyclist. Love animals. Hate cruelty.,The Netherlands,90,115,3652,0,All of which brings up another point: people still eat at McDonalds? https://t.co/VYuzducckp,[]
461,I'm just playing games- wait why are you looking at my bio? ask if you wanna know something lol,Just walking around,2336,220,68405,115,"Lawmakers have asked the U.S. Department of Justice to review the ‘Warner Bros. Discovery’ merger, alleging the deal is responsible for hollowing out an iconic American studio after it caused layoffs and harmed workers in the process.

Source: @latimes https://t.co/5t5QwmCC0H",[]
462,"Nerd for narrative. Writer, book coach, editor. Catch me geeking out about music, gaming, and all things Star Wars.",United States,97,161,345,0,"@ArinGoldsmith This is great in theory, but I hear way more about surprise layoffs and ghosting than I do about successes. And that's for people already *in* the industry. 

The industry as a whole needs an overhaul of its hiring and career path practices.",[]
463,eidgebunden. rt bed. n. autom. zustimm.,,617,461,91436,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
464,"Promote Our Lady of Buen Suceso (Good Event) of the Purification, Alliance of the Two Hearts and Legion of Mary.  I seek craft ideas for Catholic students.","Atlanta, GA",187,84,1639,171,"https://t.co/YwmbGs3ZR5 

Stop eating McDonalds. They tried hard to debunk this. IT IS TRUE. Notice the McDonalds layoffs? Oh much more to come. THEY ARE DEMONS.",[]
465,I am a distributor of bread and baked goods for oroweat.,"Denham Springs, la.",887,567,44626,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
460,Vegan. Cyclist. Love animals. Hate cruelty.,The Netherlands,90,115,3652,0,vegan: All of which brings up another point: people still eat at McDonalds? https://t.co/VYuzducckp,[]
466,"NO DMs! Married 22 years, 5 kids, 5 grandkids__________MAGA____I SAID NO DMs bitches!","Oklahoma City, OK",1100,487,2308,171,"https://t.co/YwmbGs3ZR5 

Stop eating McDonalds. They tried hard to debunk this. IT IS TRUE. Notice the McDonalds layoffs? Oh much more to come. THEY ARE DEMONS.",[]
467,"Stock market dance, up and down, Investors' nerves, wear thin and brown, Yet, those who stay, calm and wise, Reap rewards that money buys.",That Comet in My Banner.,30,6,1686,1,"Mass Tech layoffs in last 3 months;

- 21,000 Meta, $META
- 18,000 Amazon, $AMZN
- 12,000 Google, $GOOG
- 10,000 Microsoft, $MSFT

Job security is not always the case.

A smart man always has a multitude of income sources.",[]
468,mom to my only daughter whom I love. and granny to two adorable grand girls whom I love also. I enjoy golfing drawing and painting.MAGA! ____,Kansas,2021,874,11682,171,"https://t.co/YwmbGs3ZR5 

Stop eating McDonalds. They tried hard to debunk this. IT IS TRUE. Notice the McDonalds layoffs? Oh much more to come. THEY ARE DEMONS.",[]
469,Every ETF has a story | Anchor __@sjaycoulter | Syndicated on @finadvisortv & @roi__tv #ETFStories,,799,1591,533,2,Meta layoffs and why growth matters #META #investing https://t.co/B8s46z1dhq,"['META', 'investing']"
470,"Local news, alerts, events and more. We’re your source for all things Sudbury.","Sudbury, MA",1846,2158,28290,0,"Hundreds of employees in Massachusetts lost jobs in March, and more job cuts are on the way, according to forecasts. https://t.co/T6AiRtmVDE",[]
471,Political Contributor. @WVON1690 & @SiriusXM Political Analyst. @TrumanProject Political Partner. Activist. Advocate. Democratic Strategist. Tweets are my own,DC & Chicago,706,19510,57679,1,Those layoffs are served colder than a McFlurry https://t.co/7eIfyrj07b,[]
472,"I retweet + *like* tweets because I approve, OR only because it's important they get more visibility, even if I disagree (but not false). ALL Scammers reported!","Atlanta, GA, USA",1761,600,32703,10,"General Motors (@GM) announced that about 5,000 salaried workers had accepted the company’s buyout offers, which the automaker says is enough to avoid layoffs at this time. https://t.co/QepBByHhOp",[]
473,,,383,37,4501,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
194,I have no idea what I’m doing,,385,107,2948,0,@irish_dude7 @Jordan8Van @TjulfarLP @sarthakgh Layoffs can impact an entire community. Vs an employee quitting at any giving time has no community impact. It is a governments job to the what’s best for its taxpayers. Regulating layoffs fits their duties.,[]
474,Retired Union Electrician and Real Estate Investor. Hard work and street smarts pays well. It pains me to say our current POTUS is an embarrassment.,Western North Carolina,304,69,1084,0,"@DiMartinoBooth Been to close to politicians in my life. Gives me a whole different perspective of ""lawmakers"". Sorry if I struck a nerve. 
On another note, did you see this
https://t.co/Tu896ZRwqn",[]
475,,"Crook County, Illinois ",21,4,453,0,@chicagotribune Good economic news is quite a stretch. Inflation is out of control and lots of employers are planning layoffs soon.,[]
476,"Research Scientist. Study Design & Methods, Statistics. Large Health Services Trials & Program Evaluation. Psychologist. Former HHS. Free Speech. Peace.",The Crossroads of America,4999,1378,30005,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
477,Husband_Dad_Firefighter_Foster Parent_Former Cop Your friendly neighborhood @StarrcastEvents Social Media Guy,"Savannah, TN",1320,4090,43324,0,"@wallin_ballin @SirBrayden Disney is quite literally FL’s largest taxpayer.

None of Disney’s corporate-wide layoffs are frontline park workers. The parks are, far and away, Disney’s largest revenue drivers. The hemorrhage in money is due to investment in Disney+ &amp; affiliated projects.

WDW will be fine.",[]
478,By deleting the past the NWO globalists are attempting to replace it with their dystopian propaganda. Cherish the constitution. Don’t let them erase it as well!,,3369,3882,20566,568,"The job market is so strong, that McDonalds, Target and Walmart are announcing layoffs. Nothing screams ""Fantastic Job Market"" like ""Massive Layoffs"".  WTH is wrong with people that can't see what's happening in front of their own eyes? Most Americans are suffering under Biden. https://t.co/eazk1mSzFJ",[]
479,I see what I see but the truth is what I am after...,,5008,1198,38704,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
480,Filling blank pages,,1492,1904,362705,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
481,"John 8:32 (NKJV)
And you shall know the truth, and the truth shall make you free.",,15,539,21203,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
482,"I don’t like most people, except you, and you. Luke Skywalker, Ciri, Ahsoka Tano, Nightsister Merrin & Mel Medarda stan account.",,438,111,31068,0,"@Marvelous_lives Especially with the big shakeups reportedly going on at Disney. Budget cuts, layoffs, etc.",[]
483,,Florida,1532,596,16301,171,"https://t.co/YwmbGs3ZR5 

Stop eating McDonalds. They tried hard to debunk this. IT IS TRUE. Notice the McDonalds layoffs? Oh much more to come. THEY ARE DEMONS.",[]
484,Amazon Seller/Learning Ambassador at Amazon's TUS2 fulfillment ctr. Social Media Influencer/Marketer. Send me your new books! Living the spirit of Aloha. #ad,Tucson,14972,13782,35428,1,"#SanFrancisco's #HuntersPoint suffered layoffs, white flight, and being isolated by the new Bayshore Freeway. On Sept. 27, white police officers came upon Black youths joyriding in a stolen car. @MarkWhitaker @SimonSchuster https://t.co/eZ6Vt0peaY #ad #StevosNovelIdeas","['SanFrancisco', 'HuntersPoint']"
485,KEC Global Business Manager - Individual Global Financial Markets Investor - Investment & IT & Social Media Expert,Republic of Croatia,16,3342,746041,0,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/Vym2zZ2KbM #Money #Finance #Economics #Market","['Money', 'Finance', 'Economics', 'Market']"
486,"Christian Entrepreneur/Co-Owner, Health Resources Specialist, General Const. Background and Associates Degree in Criminal Justice.","Eureka Springs, AR USA",2523,2023,86688,171,"https://t.co/YwmbGs3ZR5 

Stop eating McDonalds. They tried hard to debunk this. IT IS TRUE. Notice the McDonalds layoffs? Oh much more to come. THEY ARE DEMONS.",[]
487,,,676,58,375,547,"Not only layoffs, but also cutting pay for survivors.

Everything is fine ... __ __ __
Not a recession … __
Fed still raising rates ? https://t.co/Yd7ePEMy2k",[]
488,"Fromer Trucker retired 
No DMs",,426,256,11108,3,@FreightAlley Got a feeling freight waves will be running more stories about bankruptcies on the asset side and mass layoffs on the non asset side in the next 3-4 weeks,[]
489,Observing as The Great Reset fuels The Great Awakening - Master Neuro-Linguistic Programming Practitioner - Complex Adaptive Systems Professional - No DMs,infinite dimensions,925,291,4030,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
490,"Patriot, I call it like it is! NO political hacks, No DM.",,174,43,810,0,Facebook customers you built it now live with it! https://t.co/gyyOEd0QFP,[]
491,"father of @jatisgroups

____",JG,108,280,10226,0,"wasn't kidding bout this
see the layoffs!!!!! https://t.co/BK7CHsoM9j",[]
492,Pres. Trump is my president. I love America ____,"Oklahoma, USA",4276,2015,36054,171,"https://t.co/YwmbGs3ZR5 

Stop eating McDonalds. They tried hard to debunk this. IT IS TRUE. Notice the McDonalds layoffs? Oh much more to come. THEY ARE DEMONS.",[]
493,"Pronouns:  ball/baller/balls/balls/ballself

Usage:  Balls pronouns are unique to baller.  But, ball doesn't care to keep them only for ballself.",,19,16,1734,0,"@dinosaurcaplan @MatthewSlyman @LBacaj If this is a false narrative, why is it being pushed?

Are mass layoffs around the corner?

I remember seeing similar narratives about Twitter employees before the mass layoff.  In fact, this was put out the day before Elon completed the purchase:

https://t.co/MOwrng4XzA",[]
494,Journalism and Mass Communications Librarian @uflibrarywest at @uflib & @UF. Proud @UFJSchool grad.,"Gainesville, FL",2337,3263,7289,0,"Been thinking a lot about library stats, and how circulation data and ref desk questions have been used to justify layoffs or closed spaces at other institutions. Yet, my instruction stats and student consultations, as well as questions via email &amp; social have gone up every year.",[]
495,Blogger,,2530,276,163542,1,"Despite Recent #Wave Of #Mass Layoffs, #Tech #Companies Are Still Hiring, #Report #Reveals – #Microsoft (NASDAQ:MSFT), #Alphabet (NASDAQ:GOOGL), #Meta #Platforms https://t.co/QB7qhWqM7E #hiring #layoffs #nasdaqgoogl #nasdaqintc #nasdaqmeta #nasdaqmsft #nysecrm","['Wave', 'Mass', 'Tech', 'Companies', 'Report', 'Reveals', 'Microsoft', 'Alphabet', 'Meta', 'Platforms', 'hiring', 'layoffs', 'nasdaqgoogl', 'nasdaqintc', 'nasdaqmeta', 'nasdaqmsft', 'nysecrm']"
496,,,552,514,45552,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
497,"Tradegod technology rants, raves, stuff that works Market scams and pump and dumps always on watch",392 mission avenue,1690,420,1504,0,"""Not much shittier to eat than this.  It’s pure trash.  Stop eating it!  Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers | ZeroHedge https://t.co/yxpQ8IOGhp",[]
498,"Civil Engineer, hack golfer, and a Rambling Wreck from GA Tech!","Atlanta, GA",209,110,1482,0,"@SullyCNBC The layoffs from big tech aren’t near deep enough yet, time to put up the scalpel and get out the machete!",[]
497,"Tradegod technology rants, raves, stuff that works Market scams and pump and dumps always on watch",392 mission avenue,1690,420,1504,0,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers | ZeroHedge https://t.co/yxpQ8IOGhp",[]
411,HATERRRR. virgobaby,,850,2326,32649,18,"heavy on “if they wanted to, they will”",[]
499,"____ Patriot ____ Conservative ____MAGA
https://t.co/fpf6ahaEJd","New Jersey, USA",1738,645,8740,171,"https://t.co/YwmbGs3ZR5 

Stop eating McDonalds. They tried hard to debunk this. IT IS TRUE. Notice the McDonalds layoffs? Oh much more to come. THEY ARE DEMONS.",[]
500,"Original news, reviews, analysis of tech trends, and expert advice on the most fundamental aspects of tech.",NYC - Boston - Chicago - SF,1323,1163364,139302,1,"ICYMI: Apple, which has thus far avoided the sweeping layoffs that have taken place at rival companies like Microsoft and Google, is eliminating some roles after all. https://t.co/EuIjCvdDIf",[]
501,"____________ ___________ __ __________, __________, ______________, __________ _________ _.____________. _____ ___ ___________ ____π______ ________","___________, _____",22,293,436,6,"No layoffs to @theblueground! 
From the ""best year ever"" and doubled revenues in 2022 to massive layoffs for 17% of Company's employees!
Whether they have profits or losses employees are considered to be cost!
We won't accept this! 
United we have the power! https://t.co/PZurVnv51B",[]
502,"Conservative, Saved by Gods Grace, Proud Mom, USN Veteran, OR RN, Steeler Fan, Tap Dancer, Animal Lover, DAR, Pro Gun, Pro life
#MAGA#ProudDeplorable","Morgantown, WV",2311,2455,139548,1,@SecRaimondo @POTUS Major layoffs are occurring simultaneously.,[]
503,,"Jupiter, Space __",1235,545,7241,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
502,"Conservative, Saved by Gods Grace, Proud Mom, USN Veteran, OR RN, Steeler Fan, Tap Dancer, Animal Lover, DAR, Pro Gun, Pro life
#MAGA#ProudDeplorable","Morgantown, WV",2311,2455,139548,3,"@SecRaimondo @POTUS Businesses nationwide are seeing the real trends, which are sharply downward. Mass layoffs right now are in anticipation of a crashed economy soon. Joe’s lies about the economy are not reality.",[]
504,"29+ yr Talent Acquisition PRO & career coach. I improve hiring, retention, getting hired/promoted. Lucky dad & husband, constant learner. Every day is a GIFT!","Chicago, IL",2019,958,26695,0,"The Conference Board measures likelihood of layoffs: Information services, transportation and warehousing top list https://t.co/H0kZxXo5Ip",[]
505,"Truth, Honesty, Integrity","Michigan, USA",361,160,6907,171,"https://t.co/YwmbGs3ZR5 

Stop eating McDonalds. They tried hard to debunk this. IT IS TRUE. Notice the McDonalds layoffs? Oh much more to come. THEY ARE DEMONS.",[]
506,"Beatifull live... So, enjoy it...",di hatimu,271,115,52899,1,"We've been hearing about several people at EY who were unexpectedly put on PIPs and let go despite high performance leading up to it. A pattern? We're not sure yet. If this happened to you, let us know.

EY has been accused of ""secret layoffs"" before: https://t.co/FubcNGhYQo",[]
507,1st generation Asian American woman.,"Washington, USA",2581,3105,148101,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
508,I'm a gamer and I'm into massive multi-player online role playing games. Model S Plaid & Model Y Performance owner. Family owned Coffee Business since 1979.,"Santa Cruz, CA",142,3683,5442,0,@ElliottVenczel @Luneslovebad @Questing_Pam Why LA/Bay Area? Because of the all the tech layoffs currently happening. Expect even more to come too. ChatGPT &amp; AI is going to cause lots of those individuals to lose their job.,[]
509,"submariner,husband,father,grandfather, semi nice guy","Maine, USA",69,13,395,0,@JoeBiden False most of those jobs are people returning from covid shutdown and layoffs are happening now,[]
510,Lutheran. Conservative. Pro-life. Anti-globalist. Anti-abortion. Anti-socialist. Anti-communist. I support Israel #Trumpwon RT's not necessarily an endorsement.,Worldwide,40496,41325,508093,547,"Not only layoffs, but also cutting pay for survivors.

Everything is fine ... __ __ __
Not a recession … __
Fed still raising rates ? https://t.co/Yd7ePEMy2k",[]
511,"A right-leaning, libertarian news blog sharing info. on news and current events which impact our society and political discourse........

Ad rem publicam.",Texas,2971,4960,16542,4,"What Happens When You Raise Minimum Wage??
""Bada Ba Ba Bah!! Lay Off's"" Not Lovin It!!.
https://t.co/xZH9WQhchJ",[]
512,__ Jets __ Devils __ Red Bulls _ ____ - Costa Rica + ____ Colombia EWR,"North Arlington, NJ",142,438,234360,11,"Layoffs this year are coming in record numbers. 

Some figures, per @Forbes:

270,400 - jobs cut so far
396% - increase compared to this time in '22

89,700 - jobs cut in March
319% - increase compared to March '22

38% - share of total cuts from the tech industry",[]
513,When accounting goes unaccounted for. Tips: 202-505-8885 • editor@goingconcern.com,,524,18044,29036,1,"We've been hearing about several people at EY who were unexpectedly put on PIPs and let go despite high performance leading up to it. A pattern? We're not sure yet. If this happened to you, let us know.

EY has been accused of ""secret layoffs"" before: https://t.co/FubcNGhYQo",[]
514,"ex-lifeguard, ex-Library Technician... living life free, uninhibited, bush dweller",Australia,1014,621,11614,171,"https://t.co/YwmbGs3ZR5 

Stop eating McDonalds. They tried hard to debunk this. IT IS TRUE. Notice the McDonalds layoffs? Oh much more to come. THEY ARE DEMONS.",[]
515,,,300,38,5438,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
516,"CHRISTIAN, CONSERVATIVE, COMBAT VET, ANGRY AMERICAN, DAD, HUSBAND, 4 GOD, FAMILY AND COUNTRY.",Armed,2694,1051,4884,171,"https://t.co/YwmbGs3ZR5 

Stop eating McDonalds. They tried hard to debunk this. IT IS TRUE. Notice the McDonalds layoffs? Oh much more to come. THEY ARE DEMONS.",[]
517,,"South Salt Lake, UT",150,54,3085,0,@nytimes Joe Biden has caused McDonald’s to have layoffs in America. Just let that sink in when you think he’s doing an ok job,[]
518,A fan of things.,"Not here, nor there. ",426,161,83680,18,"McDonald's to lay off hundreds as burger giant restructures company, source says https://t.co/cr5CvG3Se1",[]
519,Hi I’m Celeste! I’m an artist & animator| (they/she) (22 years old) (vampire white i look like a malnourished Victorian child),"Winnipeg, Manitoba",194,194,125142,115,"Lawmakers have asked the U.S. Department of Justice to review the ‘Warner Bros. Discovery’ merger, alleging the deal is responsible for hollowing out an iconic American studio after it caused layoffs and harmed workers in the process.

Source: @latimes https://t.co/5t5QwmCC0H",[]
520,I'm funny.,Jersey,460,366,32833,11,"Layoffs this year are coming in record numbers. 

Some figures, per @Forbes:

270,400 - jobs cut so far
396% - increase compared to this time in '22

89,700 - jobs cut in March
319% - increase compared to March '22

38% - share of total cuts from the tech industry",[]
521,Never afraid to challenge the logic but smart enough to know when it's real.,"Texas, USA",214,125,67643,153,"""Not Lovin' It"": McDonald's Slashes Pay Closes Offices, Layoffs Workers  https://t.co/1HuniCNDHF",[]
522,future blessing is contingent on present obedience; do not let the world teach you theology,"chicago, illinois",97,39,997,7,"#McDonald’s restructuring this week

Hundreds of #layoffs &amp; reductions in staff packages

#Job cuts and changes have affected employees in the US &amp; abroad

At Chicago HQ &amp; in its field offices
Across departments incl marketing and operations
$MCD
https://t.co/wi9Wx7cruR","['McDonald', 'layoffs', 'Job']"
523,"Sober today by the grace of God.
Encouraging the use of common sense daily.  Be the change #America needs. ______   Be Brave, Do Something.
NO DM's","Astoria, Queens",5089,4664,48230,2,"McDonald's to lay off hundreds as burger giant restructures company, source says https://t.co/i5MmEpdVmx https://t.co/CWvjhM5Y32",[]
524,Florida __ National Championship U ________ Detroit Sports GSW Revelations 20:10 GOD WINS,,1041,513,70376,171,"https://t.co/YwmbGs3ZR5 

Stop eating McDonalds. They tried hard to debunk this. IT IS TRUE. Notice the McDonalds layoffs? Oh much more to come. THEY ARE DEMONS.",[]
525,"Advogado com Espec. em Direito Empres., Cível e Tribut.Contador, Auditor e Perito Contábil, Proprietário de Escr. Contábil e Auditoria, Cristão e Conservador","São Paulo, Brasil",4996,3146,173597,547,"Not only layoffs, but also cutting pay for survivors.

Everything is fine ... __ __ __
Not a recession … __
Fed still raising rates ? https://t.co/Yd7ePEMy2k",[]
526,"#1 source for breaking news, weather, and sports in the Bay Area. Share photos, vids and tips by tagging tweets #abc7now. You may see them here or on ABC7 News!",San Francisco Bay Area,23400,593202,460678,2,"McDonald's to lay off hundreds as burger giant restructures company, source says https://t.co/i5MmEpdVmx https://t.co/CWvjhM5Y32",[]
